应用名称;原文档中的应用地址;实际访问的应用地址;访问地址是否等于文档所给地址;访问状态;应用在政务网是否存在;应用名称与页面是否匹配;截图相对路径
纳税服务投诉处理;http://gansu.chinatax.gov.cn/jact/front/main.do?sysid=9;http://gansu.chinatax.gov.cn/jact/front/main.do?sysid=9;一致;200;应用存在;匹配;pics\2022_06_07_21_00_00\纳税服务投诉处理.png;
变更机动车联系方式;https://gs.122.gov.cn/;https://gs.122.gov.cn/;一致;200;应用存在;匹配;pics\2022_06_07_21_00_00\变更机动车联系方式.png;
少数民族高层次骨干人才计划审核;http://jyt.gansu.gov.cn/online_apply/index.xhtml;http://jyt.gansu.gov.cn/online_apply/index.xhtml;一致;412;应用存在;None;pics\2022_06_07_21_00_00\少数民族高层次骨干人才计划审核.png;
工伤保险待遇变更;https://wsbs.rst.gansu.gov.cn/dn/detail/3/1162000001389768942002014007029/002014007029;https://wsbs.rst.gansu.gov.cn/dn/detail/3/1162000001389768942002014007029/002014007029;一致;200;应用存在;匹配;pics\2022_06_07_21_00_00\工伤保险待遇变更.png;
辅助器具配置（更换）费用申报;https://wsbs.rst.gansu.gov.cn/dn/detail/3/1162000001389768942002014007025/002014007025;https://wsbs.rst.gansu.gov.cn/dn/detail/3/1162000001389768942002014007025/002014007025;一致;200;应用存在;匹配;pics\2022_06_07_21_00_00\辅助器具配置（更换）费用申报.png;
一般保护古生物化石发掘审批;https://zwfw.gansu.gov.cn/gsjis/natural/newJAdByContry?LinkAddr=http://36.142.15.6:11111/diit-qdyjj-web/login/loginTrust?taskCode=11620000MB1674680L2000115023000&TaskHandleItem=11620000MB1674680L200011502300001;http://36.142.15.6:11111/diit-qdyjj-web/xjzwfw/zwfw/iframepagedemo.jsp;不一致;302;应用存在;None;pics\2022_06_07_21_00_00\一般保护古生物化石发掘审批.png;
旅游投诉受理;https://jbts.mct.gov.cn;None;None;None;应用存在，但访问状态异常;None;pics\2022_06_07_21_00_00\旅游投诉受理.png;
机动车驾驶人违法记分满分教育和审验教育;https://gs.122.gov.cn/;https://gs.122.gov.cn/;一致;200;应用存在;匹配;pics\2022_06_07_21_00_00\机动车驾驶人违法记分满分教育和审验教育.png;
外国人来华工作许可;https://fuwu.most.gov.cn/html/zxbl/?search=%E5%A4%96%E5%9B%BD%E4%BA%BA%E6%9D%A5%E5%8D%8E%E5%B7%A5%E4%BD%9C%E8%AE%B8%E5%8F%AF;https://fuwu.most.gov.cn/html/zxbl/?search=%E5%A4%96%E5%9B%BD%E4%BA%BA%E6%9D%A5%E5%8D%8E%E5%B7%A5%E4%BD%9C%E8%AE%B8%E5%8F%AF;一致;200;应用存在;不匹配;pics\2022_06_07_21_00_00\外国人来华工作许可.png;
甘肃省“园丁奖”评选;http://jyt.gansu.gov.cn/online_apply/index.xhtml;http://jyt.gansu.gov.cn/online_apply/index.xhtml;一致;412;应用存在;None;pics\2022_06_07_21_00_00\甘肃省“园丁奖”评选.png;
注册测绘师;http://zg.cpta.com.cn/examfront/login/initLogin.htm;http://zg.cpta.com.cn/examfront/login/initLogin.htm;一致;200;应用存在;不匹配;pics\2022_06_07_21_00_00\注册测绘师.png;
注册会计师继续教育;http://www.gsicpa.net;http://www.gsicpa.net/;不一致;200;应用存在;匹配;pics\2022_06_07_21_00_00\注册会计师继续教育.png;
全国会计专业技术中级资格考试;http://kzp.mof.gov.cn/;http://kzp.mof.gov.cn/;一致;200;应用存在;匹配;pics\2022_06_07_21_00_00\全国会计专业技术中级资格考试.png;
补换领机动车行驶证;https://gs.122.gov.cn/;https://gs.122.gov.cn/;一致;200;应用存在;匹配;pics\2022_06_07_21_00_00\补换领机动车行驶证.png;
医疗保障信息平台电子凭证;https://ybdzpz.ylbz.gansu.gov.cn/hsa-local-prod/web/hallEnter/#/NewDetailContent?id=131;https://ybdzpz.ylbz.gansu.gov.cn/hsa-local-prod/web/hallEnter/#/NewDetailContent?id=131;一致;200;应用存在;匹配;pics\2022_06_07_21_00_00\医疗保障信息平台电子凭证.png;
工伤事故备案;https://wsbs.rst.gansu.gov.cn/dn/detail/3/1162000001389768942002014007001/002014007001;http://www.12333.gov.cn/cas/siLogin?client=goviam&service=http%3A%2F%2Fsi.12333.gov.cn%2F184937.jhtml&flag=false;不一致;200;应用存在;不匹配;pics\2022_06_07_21_00_00\工伤事故备案.png;
全省中小学教师系列高级职称评审;http://gszcxt.cn/zcxt;http://gszcxt.cn/zcxt;一致;200;应用存在;匹配;pics\2022_06_07_21_00_00\全省中小学教师系列高级职称评审.png;
甘肃电力-用电用户取消峰谷电;https://zwfw.gansu.gov.cn/api/sso/loginTrust?backUrl=https://osg-static.sgcc.com.cn/zwfwz/ganSuZw/pc/configIndex?areaCode=620000&userType=1;https://osg-static.sgcc.com.cn/zwfwz/ganSuZw/pc/configIndex?areaCode=620000&userType=1&code=90000&ticket=naturalTicket83022743933569695039897500293351&authCode=RFeDGtrZb5P4dozw5XqQiVshaG2fRT62jZ&flag=true;不一致;200;应用存在;不匹配;pics\2022_06_07_21_00_00\甘肃电力-用电用户取消峰谷电.png;
赴台探亲签注签发;https://zwfw.gat.gansu.gov.cn/gsgazw/templates/pages/banshi/index?id=ff80808162f80c710162fa81ffb206e0;https://zwfw.gat.gansu.gov.cn/gsgazw/templates/pages/banshi/index?id=ff80808162f80c710162fa81ffb206e0;一致;200;应用存在;不匹配;pics\2022_06_07_21_00_00\赴台探亲签注签发.png;
领取因工死亡职工供养亲属待遇资格认证;https://wsbs.rst.gansu.gov.cn/index;https://login.gjzwfw.gov.cn/tacs-uc/sso/upGrade;不一致;302;应用存在;None;pics\2022_06_07_21_00_00\领取因工死亡职工供养亲属待遇资格认证.png;
甘肃电力-个人充电装报装;https://zwfw.gansu.gov.cn/api/sso/loginTrust?backUrl=https://osg-static.sgcc.com.cn/zwfwz/ganSuZw/pc/configIndex?areaCode=620000&userType=1;https://osg-static.sgcc.com.cn/zwfwz/ganSuZw/pc/configIndex?areaCode=620000&userType=1&code=90000&ticket=naturalTicket21294411524479099819398314565372&authCode=RFeDGtrZb5P4dozw5XqQiVshaG2fRT62jZ&flag=true;不一致;200;应用存在;不匹配;pics\2022_06_07_21_00_00\甘肃电力-个人充电装报装.png;
异常选号资料修改;https://gs.122.gov.cn;https://gs.122.gov.cn/;不一致;200;应用存在;不匹配;pics\2022_06_07_21_00_00\异常选号资料修改.png;
异地长期居住人员备案;https://ybdzpz.ylbz.gansu.gov.cn/hsa-local-prod/web/hallEnter/?channel=zwfw&toPath=OffsetRecord&type=1;https://ybdzpz.ylbz.gansu.gov.cn/hsa-local-prod/web/hallPersonal/#/OffsetRecord;不一致;200;应用存在;不匹配;pics\2022_06_07_21_00_00\异地长期居住人员备案.png;
全省生态环境质量信息服务;https://zwfw.sthj.gansu.gov.cn/approvalVue/#/processProgress?taskCode=1162000001389739812622016001000;https://zwfw.sthj.gansu.gov.cn/approvalVue/#/processProgress?taskCode=1162000001389739812622016001000;一致;200;应用存在;匹配;pics\2022_06_07_21_00_00\全省生态环境质量信息服务.png;
二级注册消防工程师注册审批;https://shhxf.119.gov.cn/homepage;https://shhxf.119.gov.cn/templet/index_7.jsp;不一致;200;应用存在;匹配;pics\2022_06_07_21_00_00\二级注册消防工程师注册审批.png;
申办技能大师工作室建设项目;https://wsbs.rst.gansu.gov.cn/dn/detail/3/1162000001389768942002014206003/002014206003;https://wsbs.rst.gansu.gov.cn/dn/detail/3/1162000001389768942002014206003/002014206003;一致;200;应用存在;匹配;pics\2022_06_07_21_00_00\申办技能大师工作室建设项目.png;
